name,description,category,unit,unit_cost,supplier_name,minimum_stock,maximum_stock,current_stock,batch_number,location,gl_account,sku,vendor_item_number,notes
Sample Item 454,Sample description for inventory item 454,dry_goods,case,5.50,Metro Restaurant Supply,10.00,23.00,15.00,BATCH-004,Bar Storage,5103,SKU-00454,VIN-001362,Notes for item 454
Sample Item 455,Sample description for inventory item 455,beverages,each,6.25,Gourmet Goods LLC,11.00,25.00,15.00,BATCH-005,Prep Station,5104,SKU-00455,VIN-001365,Notes for item 455
Sample Item 456,Sample description for inventory item 456,other,pack,7.00,Sunrise Produce,5.00,15.00,9.00,BATCH-006,Pantry,5105,SKU-00456,VIN-001368,Notes for item 456
Sample Item 457,Sample description for inventory item 457,produce,lb,7.75,Fresh Farms Co.,6.00,17.00,6.00,BATCH-007,Walk-in Cooler,5106,SKU-00457,VIN-001371,Notes for item 457
Sample Item 458,Sample description for inventory item 458,meat,kg,8.50,Prime Protein Supply,7.00,19.00,9.00,BATCH-008,Dry Storage,5107,SKU-00458,VIN-001374,Notes for item 458
Sample Item 459,Sample description for inventory item 459,dairy,oz,9.25,DairyBest Distributors,8.00,21.00,18.00,BATCH-009,Freezer,5108,SKU-00459,VIN-001377,Notes for item 459
Sample Item 460,Sample description for inventory item 460,dry_goods,gal,10.00,Metro Restaurant Supply,9.00,23.00,18.00,BATCH-010,Bar Storage,5109,SKU-00460,VIN-001380,Notes for item 460
Sample Item 461,Sample description for inventory item 461,beverages,liter,10.75,Gourmet Goods LLC,10.00,20.00,19.00,BATCH-011,Prep Station,5110,SKU-00461,VIN-001383,Notes for item 461
Sample Item 462,Sample description for inventory item 462,other,case,11.50,Sunrise Produce,11.00,22.00,16.00,BATCH-012,Pantry,5111,SKU-00462,VIN-001386,Notes for item 462
Sample Item 463,Sample description for inventory item 463,produce,each,12.25,Fresh Farms Co.,5.00,17.00,12.00,BATCH-013,Walk-in Cooler,5112,SKU-00463,VIN-001389,Notes for item 463
Sample Item 464,Sample description for inventory item 464,meat,pack,13.00,Prime Protein Supply,6.00,19.00,7.00,BATCH-014,Dry Storage,5113,SKU-00464,VIN-001392,Notes for item 464
Sample Item 465,Sample description for inventory item 465,dairy,lb,13.75,DairyBest Distributors,7.00,21.00,21.00,BATCH-015,Freezer,5114,SKU-00465,VIN-001395,Notes for item 465
Sample Item 466,Sample description for inventory item 466,dry_goods,kg,3.25,Metro Restaurant Supply,8.00,18.00,11.00,BATCH-016,Bar Storage,5115,SKU-00466,VIN-001398,Notes for item 466
Sample Item 467,Sample description for inventory item 467,beverages,oz,4.00,Gourmet Goods LLC,9.00,20.00,19.00,BATCH-017,Prep Station,5116,SKU-00467,VIN-001401,Notes for item 467
Sample Item 468,Sample description for inventory item 468,other,gal,4.75,Sunrise Produce,10.00,22.00,22.00,BATCH-018,Pantry,5117,SKU-00468,VIN-001404,Notes for item 468
Sample Item 469,Sample description for inventory item 469,produce,liter,5.50,Fresh Farms Co.,11.00,24.00,17.00,BATCH-019,Walk-in Cooler,5118,SKU-00469,VIN-001407,Notes for item 469
Sample Item 470,Sample description for inventory item 470,meat,case,6.25,Prime Protein Supply,5.00,19.00,9.00,BATCH-020,Dry Storage,5119,SKU-00470,VIN-001410,Notes for item 470
Sample Item 471,Sample description for inventory item 471,dairy,each,7.00,DairyBest Distributors,6.00,16.00,14.00,BATCH-021,Freezer,5120,SKU-00471,VIN-001413,Notes for item 471
Sample Item 472,Sample description for inventory item 472,dry_goods,pack,7.75,Metro Restaurant Supply,7.00,18.00,10.00,BATCH-022,Bar Storage,5121,SKU-00472,VIN-001416,Notes for item 472
Sample Item 473,Sample description for inventory item 473,beverages,lb,8.50,Gourmet Goods LLC,8.00,20.00,12.00,BATCH-023,Prep Station,5122,SKU-00473,VIN-001419,Notes for item 473
Sample Item 474,Sample description for inventory item 474,other,kg,9.25,Sunrise Produce,9.00,22.00,20.00,BATCH-024,Pantry,5123,SKU-00474,VIN-001422,Notes for item 474
Sample Item 475,Sample description for inventory item 475,produce,oz,10.00,Fresh Farms Co.,10.00,24.00,19.00,BATCH-025,Walk-in Cooler,5124,SKU-00475,VIN-001425,Notes for item 475
Sample Item 476,Sample description for inventory item 476,meat,gal,10.75,Prime Protein Supply,11.00,21.00,13.00,BATCH-026,Dry Storage,5125,SKU-00476,VIN-001428,Notes for item 476
Sample Item 477,Sample description for inventory item 477,dairy,liter,11.50,DairyBest Distributors,5.00,16.00,13.00,BATCH-027,Freezer,5126,SKU-00477,VIN-001431,Notes for item 477
Sample Item 478,Sample description for inventory item 478,dry_goods,case,12.25,Metro Restaurant Supply,6.00,18.00,15.00,BATCH-028,Bar Storage,5127,SKU-00478,VIN-001434,Notes for item 478
Sample Item 479,Sample description for inventory item 479,beverages,each,13.00,Gourmet Goods LLC,7.00,20.00,9.00,BATCH-029,Prep Station,5128,SKU-00479,VIN-001437,Notes for item 479
Sample Item 480,Sample description for inventory item 480,other,pack,13.75,Sunrise Produce,8.00,22.00,22.00,BATCH-030,Pantry,5129,SKU-00480,VIN-001440,Notes for item 480
Sample Item 481,Sample description for inventory item 481,produce,lb,3.25,Fresh Farms Co.,9.00,19.00,16.00,BATCH-031,Walk-in Cooler,5130,SKU-00481,VIN-001443,Notes for item 481
Sample Item 482,Sample description for inventory item 482,meat,kg,4.00,Prime Protein Supply,10.00,21.00,11.00,BATCH-032,Dry Storage,5131,SKU-00482,VIN-001446,Notes for item 482
Sample Item 483,Sample description for inventory item 483,dairy,oz,4.75,DairyBest Distributors,11.00,23.00,12.00,BATCH-033,Freezer,5132,SKU-00483,VIN-001449,Notes for item 483
Sample Item 484,Sample description for inventory item 484,dry_goods,gal,5.50,Metro Restaurant Supply,5.00,18.00,12.00,BATCH-034,Bar Storage,5133,SKU-00484,VIN-001452,Notes for item 484
Sample Item 485,Sample description for inventory item 485,beverages,liter,6.25,Gourmet Goods LLC,6.00,20.00,10.00,BATCH-035,Prep Station,5134,SKU-00485,VIN-001455,Notes for item 485
Sample Item 486,Sample description for inventory item 486,other,case,7.00,Sunrise Produce,7.00,17.00,8.00,BATCH-036,Pantry,5135,SKU-00486,VIN-001458,Notes for item 486
Sample Item 487,Sample description for inventory item 487,produce,each,7.75,Fresh Farms Co.,8.00,19.00,14.00,BATCH-037,Walk-in Cooler,5136,SKU-00487,VIN-001461,Notes for item 487
Sample Item 488,Sample description for inventory item 488,meat,pack,8.50,Prime Protein Supply,9.00,21.00,15.00,BATCH-038,Dry Storage,5137,SKU-00488,VIN-001464,Notes for item 488
Sample Item 489,Sample description for inventory item 489,dairy,lb,9.25,DairyBest Distributors,10.00,23.00,22.00,BATCH-039,Freezer,5138,SKU-00489,VIN-001467,Notes for item 489
Sample Item 490,Sample description for inventory item 490,dry_goods,kg,10.00,Metro Restaurant Supply,11.00,25.00,20.00,BATCH-040,Bar Storage,5139,SKU-00490,VIN-001470,Notes for item 490
Sample Item 491,Sample description for inventory item 491,beverages,oz,10.75,Gourmet Goods LLC,5.00,15.00,11.00,BATCH-041,Prep Station,5140,SKU-00491,VIN-001473,Notes for item 491
Sample Item 492,Sample description for inventory item 492,other,gal,11.50,Sunrise Produce,6.00,17.00,17.00,BATCH-042,Pantry,5141,SKU-00492,VIN-001476,Notes for item 492
Sample Item 493,Sample description for inventory item 493,produce,liter,12.25,Fresh Farms Co.,7.00,19.00,18.00,BATCH-043,Walk-in Cooler,5142,SKU-00493,VIN-001479,Notes for item 493
Sample Item 494,Sample description for inventory item 494,meat,case,13.00,Prime Protein Supply,8.00,21.00,11.00,BATCH-044,Dry Storage,5143,SKU-00494,VIN-001482,Notes for item 494
Sample Item 495,Sample description for inventory item 495,dairy,each,13.75,DairyBest Distributors,9.00,23.00,23.00,BATCH-045,Freezer,5144,SKU-00495,VIN-001485,Notes for item 495
Sample Item 496,Sample description for inventory item 496,dry_goods,pack,3.25,Metro Restaurant Supply,10.00,20.00,10.00,BATCH-046,Bar Storage,5145,SKU-00496,VIN-001488,Notes for item 496
Sample Item 497,Sample description for inventory item 497,beverages,lb,4.00,Gourmet Goods LLC,11.00,22.00,15.00,BATCH-047,Prep Station,5146,SKU-00497,VIN-001491,Notes for item 497
Sample Item 498,Sample description for inventory item 498,other,kg,4.75,Sunrise Produce,5.00,17.00,8.00,BATCH-048,Pantry,5147,SKU-00498,VIN-001494,Notes for item 498
Sample Item 499,Sample description for inventory item 499,produce,oz,5.50,Fresh Farms Co.,6.00,19.00,14.00,BATCH-049,Walk-in Cooler,5148,SKU-00499,VIN-001497,Notes for item 499
Sample Item 500,Sample description for inventory item 500,meat,gal,6.25,Prime Protein Supply,7.00,21.00,11.00,BATCH-050,Dry Storage,5149,SKU-00500,VIN-001500,Notes for item 500
