name,description,category,unit,unit_cost,supplier_name,minimum_stock,maximum_stock,current_stock,batch_number,location,gl_account,sku,vendor_item_number,notes
Sample Item 938,Sample description for inventory item 938,meat,kg,8.50,Prime Protein Supply,11.00,23.00,12.00,BATCH-038,Dry Storage,5137,SKU-00938,VIN-002814,Notes for item 938
Sample Item 939,Sample description for inventory item 939,dairy,oz,9.25,DairyBest Distributors,5.00,18.00,5.00,BATCH-039,Freezer,5138,SKU-00939,VIN-002817,Notes for item 939
Sample Item 940,Sample description for inventory item 940,dry_goods,gal,10.00,Metro Restaurant Supply,6.00,20.00,15.00,BATCH-040,Bar Storage,5139,SKU-00940,VIN-002820,Notes for item 940
Sample Item 941,Sample description for inventory item 941,beverages,liter,10.75,Gourmet Goods LLC,7.00,17.00,12.00,BATCH-041,Prep Station,5140,SKU-00941,VIN-002823,Notes for item 941
Sample Item 942,Sample description for inventory item 942,other,case,11.50,Sunrise Produce,8.00,19.00,13.00,BATCH-042,Pantry,5141,SKU-00942,VIN-002826,Notes for item 942
Sample Item 943,Sample description for inventory item 943,produce,each,12.25,Fresh Farms Co.,9.00,21.00,15.00,BATCH-043,Walk-in Cooler,5142,SKU-00943,VIN-002829,Notes for item 943
Sample Item 944,Sample description for inventory item 944,meat,pack,13.00,Prime Protein Supply,10.00,23.00,15.00,BATCH-044,Dry Storage,5143,SKU-00944,VIN-002832,Notes for item 944
Sample Item 945,Sample description for inventory item 945,dairy,lb,13.75,DairyBest Distributors,11.00,25.00,25.00,BATCH-045,Freezer,5144,SKU-00945,VIN-002835,Notes for item 945
Sample Item 946,Sample description for inventory item 946,dry_goods,kg,3.25,Metro Restaurant Supply,5.00,15.00,15.00,BATCH-046,Bar Storage,5145,SKU-00946,VIN-002838,Notes for item 946
Sample Item 947,Sample description for inventory item 947,beverages,oz,4.00,Gourmet Goods LLC,6.00,17.00,16.00,BATCH-047,Prep Station,5146,SKU-00947,VIN-002841,Notes for item 947
Sample Item 948,Sample description for inventory item 948,other,gal,4.75,Sunrise Produce,7.00,19.00,18.00,BATCH-048,Pantry,5147,SKU-00948,VIN-002844,Notes for item 948
Sample Item 949,Sample description for inventory item 949,produce,liter,5.50,Fresh Farms Co.,8.00,21.00,18.00,BATCH-049,Walk-in Cooler,5148,SKU-00949,VIN-002847,Notes for item 949
Sample Item 950,Sample description for inventory item 950,meat,case,6.25,Prime Protein Supply,9.00,23.00,13.00,BATCH-050,Dry Storage,5149,SKU-00950,VIN-002850,Notes for item 950
Sample Item 951,Sample description for inventory item 951,dairy,each,7.00,DairyBest Distributors,10.00,20.00,14.00,BATCH-051,Freezer,5100,SKU-00951,VIN-002853,Notes for item 951
Sample Item 952,Sample description for inventory item 952,dry_goods,pack,7.75,Metro Restaurant Supply,11.00,22.00,14.00,BATCH-052,Bar Storage,5101,SKU-00952,VIN-002856,Notes for item 952
Sample Item 953,Sample description for inventory item 953,beverages,lb,8.50,Gourmet Goods LLC,5.00,17.00,8.00,BATCH-053,Prep Station,5102,SKU-00953,VIN-002859,Notes for item 953
Sample Item 954,Sample description for inventory item 954,other,kg,9.25,Sunrise Produce,6.00,19.00,7.00,BATCH-054,Pantry,5103,SKU-00954,VIN-002862,Notes for item 954
Sample Item 955,Sample description for inventory item 955,produce,oz,10.00,Fresh Farms Co.,7.00,21.00,16.00,BATCH-055,Walk-in Cooler,5104,SKU-00955,VIN-002865,Notes for item 955
Sample Item 956,Sample description for inventory item 956,meat,gal,10.75,Prime Protein Supply,8.00,18.00,17.00,BATCH-056,Dry Storage,5105,SKU-00956,VIN-002868,Notes for item 956
Sample Item 957,Sample description for inventory item 957,dairy,liter,11.50,DairyBest Distributors,9.00,20.00,17.00,BATCH-057,Freezer,5106,SKU-00957,VIN-002871,Notes for item 957
Sample Item 958,Sample description for inventory item 958,dry_goods,case,12.25,Metro Restaurant Supply,10.00,22.00,18.00,BATCH-058,Bar Storage,5107,SKU-00958,VIN-002874,Notes for item 958
Sample Item 959,Sample description for inventory item 959,beverages,each,13.00,Gourmet Goods LLC,11.00,24.00,17.00,BATCH-059,Prep Station,5108,SKU-00959,VIN-002877,Notes for item 959
Sample Item 960,Sample description for inventory item 960,other,pack,13.75,Sunrise Produce,5.00,19.00,19.00,BATCH-060,Pantry,5109,SKU-00960,VIN-002880,Notes for item 960
Sample Item 961,Sample description for inventory item 961,produce,lb,3.25,Fresh Farms Co.,6.00,16.00,9.00,BATCH-061,Walk-in Cooler,5110,SKU-00961,VIN-002883,Notes for item 961
Sample Item 962,Sample description for inventory item 962,meat,kg,4.00,Prime Protein Supply,7.00,18.00,8.00,BATCH-062,Dry Storage,5111,SKU-00962,VIN-002886,Notes for item 962
Sample Item 963,Sample description for inventory item 963,dairy,oz,4.75,DairyBest Distributors,8.00,20.00,8.00,BATCH-063,Freezer,5112,SKU-00963,VIN-002889,Notes for item 963
Sample Item 964,Sample description for inventory item 964,dry_goods,gal,5.50,Metro Restaurant Supply,9.00,22.00,20.00,BATCH-064,Bar Storage,5113,SKU-00964,VIN-002892,Notes for item 964
Sample Item 965,Sample description for inventory item 965,beverages,liter,6.25,Gourmet Goods LLC,10.00,24.00,14.00,BATCH-065,Prep Station,5114,SKU-00965,VIN-002895,Notes for item 965
Sample Item 966,Sample description for inventory item 966,other,case,7.00,Sunrise Produce,11.00,21.00,19.00,BATCH-066,Pantry,5115,SKU-00966,VIN-002898,Notes for item 966
Sample Item 967,Sample description for inventory item 967,produce,each,7.75,Fresh Farms Co.,5.00,16.00,11.00,BATCH-067,Walk-in Cooler,5116,SKU-00967,VIN-002901,Notes for item 967
Sample Item 968,Sample description for inventory item 968,meat,pack,8.50,Prime Protein Supply,6.00,18.00,11.00,BATCH-068,Dry Storage,5117,SKU-00968,VIN-002904,Notes for item 968
Sample Item 969,Sample description for inventory item 969,dairy,lb,9.25,DairyBest Distributors,7.00,20.00,9.00,BATCH-069,Freezer,5118,SKU-00969,VIN-002907,Notes for item 969
Sample Item 970,Sample description for inventory item 970,dry_goods,kg,10.00,Metro Restaurant Supply,8.00,22.00,17.00,BATCH-070,Bar Storage,5119,SKU-00970,VIN-002910,Notes for item 970
Sample Item 971,Sample description for inventory item 971,beverages,oz,10.75,Gourmet Goods LLC,9.00,19.00,11.00,BATCH-071,Prep Station,5120,SKU-00971,VIN-002913,Notes for item 971
Sample Item 972,Sample description for inventory item 972,other,gal,11.50,Sunrise Produce,10.00,21.00,21.00,BATCH-072,Pantry,5121,SKU-00972,VIN-002916,Notes for item 972
Sample Item 973,Sample description for inventory item 973,produce,liter,12.25,Fresh Farms Co.,11.00,23.00,21.00,BATCH-073,Walk-in Cooler,5122,SKU-00973,VIN-002919,Notes for item 973
Sample Item 974,Sample description for inventory item 974,meat,case,13.00,Prime Protein Supply,5.00,18.00,12.00,BATCH-074,Dry Storage,5123,SKU-00974,VIN-002922,Notes for item 974
Sample Item 975,Sample description for inventory item 975,dairy,each,13.75,DairyBest Distributors,6.00,20.00,20.00,BATCH-075,Freezer,5124,SKU-00975,VIN-002925,Notes for item 975
Sample Item 976,Sample description for inventory item 976,dry_goods,pack,3.25,Metro Restaurant Supply,7.00,17.00,14.00,BATCH-076,Bar Storage,5125,SKU-00976,VIN-002928,Notes for item 976
Sample Item 977,Sample description for inventory item 977,beverages,lb,4.00,Gourmet Goods LLC,8.00,19.00,12.00,BATCH-077,Prep Station,5126,SKU-00977,VIN-002931,Notes for item 977
Sample Item 978,Sample description for inventory item 978,other,kg,4.75,Sunrise Produce,9.00,21.00,11.00,BATCH-078,Pantry,5127,SKU-00978,VIN-002934,Notes for item 978
Sample Item 979,Sample description for inventory item 979,produce,oz,5.50,Fresh Farms Co.,10.00,23.00,22.00,BATCH-079,Walk-in Cooler,5128,SKU-00979,VIN-002937,Notes for item 979
Sample Item 980,Sample description for inventory item 980,meat,gal,6.25,Prime Protein Supply,11.00,25.00,15.00,BATCH-080,Dry Storage,5129,SKU-00980,VIN-002940,Notes for item 980
Sample Item 981,Sample description for inventory item 981,dairy,liter,7.00,DairyBest Distributors,5.00,15.00,6.00,BATCH-081,Freezer,5130,SKU-00981,VIN-002943,Notes for item 981
Sample Item 982,Sample description for inventory item 982,dry_goods,case,7.75,Metro Restaurant Supply,6.00,17.00,15.00,BATCH-082,Bar Storage,5131,SKU-00982,VIN-002946,Notes for item 982
Sample Item 983,Sample description for inventory item 983,beverages,each,8.50,Gourmet Goods LLC,7.00,19.00,14.00,BATCH-083,Prep Station,5132,SKU-00983,VIN-002949,Notes for item 983
Sample Item 984,Sample description for inventory item 984,other,pack,9.25,Sunrise Produce,8.00,21.00,11.00,BATCH-084,Pantry,5133,SKU-00984,VIN-002952,Notes for item 984
Sample Item 985,Sample description for inventory item 985,produce,lb,10.00,Fresh Farms Co.,9.00,23.00,18.00,BATCH-085,Walk-in Cooler,5134,SKU-00985,VIN-002955,Notes for item 985
Sample Item 986,Sample description for inventory item 986,meat,kg,10.75,Prime Protein Supply,10.00,20.00,16.00,BATCH-086,Dry Storage,5135,SKU-00986,VIN-002958,Notes for item 986
Sample Item 987,Sample description for inventory item 987,dairy,oz,11.50,DairyBest Distributors,11.00,22.00,13.00,BATCH-087,Freezer,5136,SKU-00987,VIN-002961,Notes for item 987
Sample Item 988,Sample description for inventory item 988,dry_goods,gal,12.25,Metro Restaurant Supply,5.00,17.00,17.00,BATCH-088,Bar Storage,5137,SKU-00988,VIN-002964,Notes for item 988
Sample Item 989,Sample description for inventory item 989,beverages,liter,13.00,Gourmet Goods LLC,6.00,19.00,14.00,BATCH-089,Prep Station,5138,SKU-00989,VIN-002967,Notes for item 989
Sample Item 990,Sample description for inventory item 990,other,case,13.75,Sunrise Produce,7.00,21.00,21.00,BATCH-090,Pantry,5139,SKU-00990,VIN-002970,Notes for item 990
Sample Item 991,Sample description for inventory item 991,produce,each,3.25,Fresh Farms Co.,8.00,18.00,8.00,BATCH-001,Walk-in Cooler,5140,SKU-00991,VIN-002973,Notes for item 991
Sample Item 992,Sample description for inventory item 992,meat,pack,4.00,Prime Protein Supply,9.00,20.00,16.00,BATCH-002,Dry Storage,5141,SKU-00992,VIN-002976,Notes for item 992
Sample Item 993,Sample description for inventory item 993,dairy,lb,4.75,DairyBest Distributors,10.00,22.00,14.00,BATCH-003,Freezer,5142,SKU-00993,VIN-002979,Notes for item 993
Sample Item 994,Sample description for inventory item 994,dry_goods,kg,5.50,Metro Restaurant Supply,11.00,24.00,24.00,BATCH-004,Bar Storage,5143,SKU-00994,VIN-002982,Notes for item 994
Sample Item 995,Sample description for inventory item 995,beverages,oz,6.25,Gourmet Goods LLC,5.00,19.00,9.00,BATCH-005,Prep Station,5144,SKU-00995,VIN-002985,Notes for item 995
Sample Item 996,Sample description for inventory item 996,other,gal,7.00,Sunrise Produce,6.00,16.00,11.00,BATCH-006,Pantry,5145,SKU-00996,VIN-002988,Notes for item 996
Sample Item 997,Sample description for inventory item 997,produce,liter,7.75,Fresh Farms Co.,7.00,18.00,7.00,BATCH-007,Walk-in Cooler,5146,SKU-00997,VIN-002991,Notes for item 997
Sample Item 998,Sample description for inventory item 998,meat,case,8.50,Prime Protein Supply,8.00,20.00,17.00,BATCH-008,Dry Storage,5147,SKU-00998,VIN-002994,Notes for item 998
Sample Item 999,Sample description for inventory item 999,dairy,each,9.25,DairyBest Distributors,9.00,22.00,13.00,BATCH-009,Freezer,5148,SKU-00999,VIN-002997,Notes for item 999
Sample Item 1000,Sample description for inventory item 1000,dry_goods,pack,10.00,Metro Restaurant Supply,10.00,24.00,19.00,BATCH-010,Bar Storage,5149,SKU-01000,VIN-003000,Notes for item 1000
Sample Item 1001,Sample description for inventory item 1001,beverages,lb,10.75,Gourmet Goods LLC,11.00,21.00,21.00,BATCH-011,Prep Station,5100,SKU-01001,VIN-003003,Notes for item 1001
Sample Item 1002,Sample description for inventory item 1002,other,kg,11.50,Sunrise Produce,5.00,16.00,10.00,BATCH-012,Pantry,5101,SKU-01002,VIN-003006,Notes for item 1002
Sample Item 1003,Sample description for inventory item 1003,produce,oz,12.25,Fresh Farms Co.,6.00,18.00,7.00,BATCH-013,Walk-in Cooler,5102,SKU-01003,VIN-003009,Notes for item 1003
Sample Item 1004,Sample description for inventory item 1004,meat,gal,13.00,Prime Protein Supply,7.00,20.00,16.00,BATCH-014,Dry Storage,5103,SKU-01004,VIN-003012,Notes for item 1004
Sample Item 1005,Sample description for inventory item 1005,dairy,liter,13.75,DairyBest Distributors,8.00,22.00,22.00,BATCH-015,Freezer,5104,SKU-01005,VIN-003015,Notes for item 1005
Sample Item 1006,Sample description for inventory item 1006,dry_goods,case,3.25,Metro Restaurant Supply,9.00,19.00,13.00,BATCH-016,Bar Storage,5105,SKU-01006,VIN-003018,Notes for item 1006
Sample Item 1007,Sample description for inventory item 1007,beverages,each,4.00,Gourmet Goods LLC,10.00,21.00,20.00,BATCH-017,Prep Station,5106,SKU-01007,VIN-003021,Notes for item 1007
Sample Item 1008,Sample description for inventory item 1008,other,pack,4.75,Sunrise Produce,11.00,23.00,17.00,BATCH-018,Pantry,5107,SKU-01008,VIN-003024,Notes for item 1008
Sample Item 1009,Sample description for inventory item 1009,produce,lb,5.50,Fresh Farms Co.,5.00,18.00,5.00,BATCH-019,Walk-in Cooler,5108,SKU-01009,VIN-003027,Notes for item 1009
Sample Item 1010,Sample description for inventory item 1010,meat,kg,6.25,Prime Protein Supply,6.00,20.00,10.00,BATCH-020,Dry Storage,5109,SKU-01010,VIN-003030,Notes for item 1010
Sample Item 1011,Sample description for inventory item 1011,dairy,oz,7.00,DairyBest Distributors,7.00,17.00,16.00,BATCH-021,Freezer,5110,SKU-01011,VIN-003033,Notes for item 1011
Sample Item 1012,Sample description for inventory item 1012,dry_goods,gal,7.75,Metro Restaurant Supply,8.00,19.00,11.00,BATCH-022,Bar Storage,5111,SKU-01012,VIN-003036,Notes for item 1012
Sample Item 1013,Sample description for inventory item 1013,beverages,liter,8.50,Gourmet Goods LLC,9.00,21.00,20.00,BATCH-023,Prep Station,5112,SKU-01013,VIN-003039,Notes for item 1013
Sample Item 1014,Sample description for inventory item 1014,other,case,9.25,Sunrise Produce,10.00,23.00,15.00,BATCH-024,Pantry,5113,SKU-01014,VIN-003042,Notes for item 1014
Sample Item 1015,Sample description for inventory item 1015,produce,each,10.00,Fresh Farms Co.,11.00,25.00,20.00,BATCH-025,Walk-in Cooler,5114,SKU-01015,VIN-003045,Notes for item 1015
Sample Item 1016,Sample description for inventory item 1016,meat,pack,10.75,Prime Protein Supply,5.00,15.00,8.00,BATCH-026,Dry Storage,5115,SKU-01016,VIN-003048,Notes for item 1016
Sample Item 1017,Sample description for inventory item 1017,dairy,lb,11.50,DairyBest Distributors,6.00,17.00,14.00,BATCH-027,Freezer,5116,SKU-01017,VIN-003051,Notes for item 1017
Sample Item 1018,Sample description for inventory item 1018,dry_goods,kg,12.25,Metro Restaurant Supply,7.00,19.00,10.00,BATCH-028,Bar Storage,5117,SKU-01018,VIN-003054,Notes for item 1018
Sample Item 1019,Sample description for inventory item 1019,beverages,oz,13.00,Gourmet Goods LLC,8.00,21.00,18.00,BATCH-029,Prep Station,5118,SKU-01019,VIN-003057,Notes for item 1019
Sample Item 1020,Sample description for inventory item 1020,other,gal,13.75,Sunrise Produce,9.00,23.00,23.00,BATCH-030,Pantry,5119,SKU-01020,VIN-003060,Notes for item 1020
Sample Item 1021,Sample description for inventory item 1021,produce,liter,3.25,Fresh Farms Co.,10.00,20.00,18.00,BATCH-031,Walk-in Cooler,5120,SKU-01021,VIN-003063,Notes for item 1021
Sample Item 1022,Sample description for inventory item 1022,meat,case,4.00,Prime Protein Supply,11.00,22.00,12.00,BATCH-032,Dry Storage,5121,SKU-01022,VIN-003066,Notes for item 1022
Sample Item 1023,Sample description for inventory item 1023,dairy,each,4.75,DairyBest Distributors,5.00,17.00,13.00,BATCH-033,Freezer,5122,SKU-01023,VIN-003069,Notes for item 1023
Sample Item 1024,Sample description for inventory item 1024,dry_goods,pack,5.50,Metro Restaurant Supply,6.00,19.00,7.00,BATCH-034,Bar Storage,5123,SKU-01024,VIN-003072,Notes for item 1024
Sample Item 1025,Sample description for inventory item 1025,beverages,lb,6.25,Gourmet Goods LLC,7.00,21.00,11.00,BATCH-035,Prep Station,5124,SKU-01025,VIN-003075,Notes for item 1025
Sample Item 1026,Sample description for inventory item 1026,other,kg,7.00,Sunrise Produce,8.00,18.00,10.00,BATCH-036,Pantry,5125,SKU-01026,VIN-003078,Notes for item 1026
Sample Item 1027,Sample description for inventory item 1027,produce,oz,7.75,Fresh Farms Co.,9.00,20.00,15.00,BATCH-037,Walk-in Cooler,5126,SKU-01027,VIN-003081,Notes for item 1027
Sample Item 1028,Sample description for inventory item 1028,meat,gal,8.50,Prime Protein Supply,10.00,22.00,10.00,BATCH-038,Dry Storage,5127,SKU-01028,VIN-003084,Notes for item 1028
Sample Item 1029,Sample description for inventory item 1029,dairy,liter,9.25,DairyBest Distributors,11.00,24.00,17.00,BATCH-039,Freezer,5128,SKU-01029,VIN-003087,Notes for item 1029
Sample Item 1030,Sample description for inventory item 1030,dry_goods,case,10.00,Metro Restaurant Supply,5.00,19.00,14.00,BATCH-040,Bar Storage,5129,SKU-01030,VIN-003090,Notes for item 1030
Sample Item 1031,Sample description for inventory item 1031,beverages,each,10.75,Gourmet Goods LLC,6.00,16.00,13.00,BATCH-041,Prep Station,5130,SKU-01031,VIN-003093,Notes for item 1031
Sample Item 1032,Sample description for inventory item 1032,other,pack,11.50,Sunrise Produce,7.00,18.00,18.00,BATCH-042,Pantry,5131,SKU-01032,VIN-003096,Notes for item 1032
Sample Item 1033,Sample description for inventory item 1033,produce,lb,12.25,Fresh Farms Co.,8.00,20.00,13.00,BATCH-043,Walk-in Cooler,5132,SKU-01033,VIN-003099,Notes for item 1033
Sample Item 1034,Sample description for inventory item 1034,meat,kg,13.00,Prime Protein Supply,9.00,22.00,20.00,BATCH-044,Dry Storage,5133,SKU-01034,VIN-003102,Notes for item 1034
Sample Item 1035,Sample description for inventory item 1035,dairy,oz,13.75,DairyBest Distributors,10.00,24.00,24.00,BATCH-045,Freezer,5134,SKU-01035,VIN-003105,Notes for item 1035
Sample Item 1036,Sample description for inventory item 1036,dry_goods,gal,3.25,Metro Restaurant Supply,11.00,21.00,12.00,BATCH-046,Bar Storage,5135,SKU-01036,VIN-003108,Notes for item 1036
Sample Item 1037,Sample description for inventory item 1037,beverages,liter,4.00,Gourmet Goods LLC,5.00,16.00,9.00,BATCH-047,Prep Station,5136,SKU-01037,VIN-003111,Notes for item 1037
Sample Item 1038,Sample description for inventory item 1038,other,case,4.75,Sunrise Produce,6.00,18.00,16.00,BATCH-048,Pantry,5137,SKU-01038,VIN-003114,Notes for item 1038
Sample Item 1039,Sample description for inventory item 1039,produce,each,5.50,Fresh Farms Co.,7.00,20.00,9.00,BATCH-049,Walk-in Cooler,5138,SKU-01039,VIN-003117,Notes for item 1039
Sample Item 1040,Sample description for inventory item 1040,meat,pack,6.25,Prime Protein Supply,8.00,22.00,12.00,BATCH-050,Dry Storage,5139,SKU-01040,VIN-003120,Notes for item 1040
Sample Item 1041,Sample description for inventory item 1041,dairy,lb,7.00,DairyBest Distributors,9.00,19.00,15.00,BATCH-051,Freezer,5140,SKU-01041,VIN-003123,Notes for item 1041
Sample Item 1042,Sample description for inventory item 1042,dry_goods,kg,7.75,Metro Restaurant Supply,10.00,21.00,19.00,BATCH-052,Bar Storage,5141,SKU-01042,VIN-003126,Notes for item 1042
Sample Item 1043,Sample description for inventory item 1043,beverages,oz,8.50,Gourmet Goods LLC,11.00,23.00,13.00,BATCH-053,Prep Station,5142,SKU-01043,VIN-003129,Notes for item 1043
Sample Item 1044,Sample description for inventory item 1044,other,gal,9.25,Sunrise Produce,5.00,18.00,12.00,BATCH-054,Pantry,5143,SKU-01044,VIN-003132,Notes for item 1044
Sample Item 1045,Sample description for inventory item 1045,produce,liter,10.00,Fresh Farms Co.,6.00,20.00,15.00,BATCH-055,Walk-in Cooler,5144,SKU-01045,VIN-003135,Notes for item 1045
Sample Item 1046,Sample description for inventory item 1046,meat,case,10.75,Prime Protein Supply,7.00,17.00,7.00,BATCH-056,Dry Storage,5145,SKU-01046,VIN-003138,Notes for item 1046
Sample Item 1047,Sample description for inventory item 1047,dairy,each,11.50,DairyBest Distributors,8.00,19.00,10.00,BATCH-057,Freezer,5146,SKU-01047,VIN-003141,Notes for item 1047
Sample Item 1048,Sample description for inventory item 1048,dry_goods,pack,12.25,Metro Restaurant Supply,9.00,21.00,16.00,BATCH-058,Bar Storage,5147,SKU-01048,VIN-003144,Notes for item 1048
Sample Item 1049,Sample description for inventory item 1049,beverages,lb,13.00,Gourmet Goods LLC,10.00,23.00,22.00,BATCH-059,Prep Station,5148,SKU-01049,VIN-003147,Notes for item 1049
Sample Item 1050,Sample description for inventory item 1050,other,kg,13.75,Sunrise Produce,11.00,25.00,25.00,BATCH-060,Pantry,5149,SKU-01050,VIN-003150,Notes for item 1050
Sample Item 1051,Sample description for inventory item 1051,produce,oz,3.25,Fresh Farms Co.,5.00,15.00,10.00,BATCH-061,Walk-in Cooler,5100,SKU-01051,VIN-003153,Notes for item 1051
Sample Item 1052,Sample description for inventory item 1052,meat,gal,4.00,Prime Protein Supply,6.00,17.00,13.00,BATCH-062,Dry Storage,5101,SKU-01052,VIN-003156,Notes for item 1052
Sample Item 1053,Sample description for inventory item 1053,dairy,liter,4.75,DairyBest Distributors,7.00,19.00,19.00,BATCH-063,Freezer,5102,SKU-01053,VIN-003159,Notes for item 1053
Sample Item 1054,Sample description for inventory item 1054,dry_goods,case,5.50,Metro Restaurant Supply,8.00,21.00,11.00,BATCH-064,Bar Storage,5103,SKU-01054,VIN-003162,Notes for item 1054
Sample Item 1055,Sample description for inventory item 1055,beverages,each,6.25,Gourmet Goods LLC,9.00,23.00,13.00,BATCH-065,Prep Station,5104,SKU-01055,VIN-003165,Notes for item 1055
Sample Item 1056,Sample description for inventory item 1056,other,pack,7.00,Sunrise Produce,10.00,20.00,20.00,BATCH-066,Pantry,5105,SKU-01056,VIN-003168,Notes for item 1056
Sample Item 1057,Sample description for inventory item 1057,produce,lb,7.75,Fresh Farms Co.,11.00,22.00,11.00,BATCH-067,Walk-in Cooler,5106,SKU-01057,VIN-003171,Notes for item 1057
Sample Item 1058,Sample description for inventory item 1058,meat,kg,8.50,Prime Protein Supply,5.00,17.00,9.00,BATCH-068,Dry Storage,5107,SKU-01058,VIN-003174,Notes for item 1058
Sample Item 1059,Sample description for inventory item 1059,dairy,oz,9.25,DairyBest Distributors,6.00,19.00,14.00,BATCH-069,Freezer,5108,SKU-01059,VIN-003177,Notes for item 1059
Sample Item 1060,Sample description for inventory item 1060,dry_goods,gal,10.00,Metro Restaurant Supply,7.00,21.00,16.00,BATCH-070,Bar Storage,5109,SKU-01060,VIN-003180,Notes for item 1060
Sample Item 1061,Sample description for inventory item 1061,beverages,liter,10.75,Gourmet Goods LLC,8.00,18.00,12.00,BATCH-071,Prep Station,5110,SKU-01061,VIN-003183,Notes for item 1061
Sample Item 1062,Sample description for inventory item 1062,other,case,11.50,Sunrise Produce,9.00,20.00,14.00,BATCH-072,Pantry,5111,SKU-01062,VIN-003186,Notes for item 1062
Sample Item 1063,Sample description for inventory item 1063,produce,each,12.25,Fresh Farms Co.,10.00,22.00,19.00,BATCH-073,Walk-in Cooler,5112,SKU-01063,VIN-003189,Notes for item 1063
Sample Item 1064,Sample description for inventory item 1064,meat,pack,13.00,Prime Protein Supply,11.00,24.00,24.00,BATCH-074,Dry Storage,5113,SKU-01064,VIN-003192,Notes for item 1064
Sample Item 1065,Sample description for inventory item 1065,dairy,lb,13.75,DairyBest Distributors,5.00,19.00,19.00,BATCH-075,Freezer,5114,SKU-01065,VIN-003195,Notes for item 1065
Sample Item 1066,Sample description for inventory item 1066,dry_goods,kg,3.25,Metro Restaurant Supply,6.00,16.00,15.00,BATCH-076,Bar Storage,5115,SKU-01066,VIN-003198,Notes for item 1066
Sample Item 1067,Sample description for inventory item 1067,beverages,oz,4.00,Gourmet Goods LLC,7.00,18.00,17.00,BATCH-077,Prep Station,5116,SKU-01067,VIN-003201,Notes for item 1067
Sample Item 1068,Sample description for inventory item 1068,other,gal,4.75,Sunrise Produce,8.00,20.00,9.00,BATCH-078,Pantry,5117,SKU-01068,VIN-003204,Notes for item 1068
Sample Item 1069,Sample description for inventory item 1069,produce,liter,5.50,Fresh Farms Co.,9.00,22.00,13.00,BATCH-079,Walk-in Cooler,5118,SKU-01069,VIN-003207,Notes for item 1069
Sample Item 1070,Sample description for inventory item 1070,meat,case,6.25,Prime Protein Supply,10.00,24.00,14.00,BATCH-080,Dry Storage,5119,SKU-01070,VIN-003210,Notes for item 1070
Sample Item 1071,Sample description for inventory item 1071,dairy,each,7.00,DairyBest Distributors,11.00,21.00,14.00,BATCH-081,Freezer,5120,SKU-01071,VIN-003213,Notes for item 1071
Sample Item 1072,Sample description for inventory item 1072,dry_goods,pack,7.75,Metro Restaurant Supply,5.00,16.00,8.00,BATCH-082,Bar Storage,5121,SKU-01072,VIN-003216,Notes for item 1072
Sample Item 1073,Sample description for inventory item 1073,beverages,lb,8.50,Gourmet Goods LLC,6.00,18.00,12.00,BATCH-083,Prep Station,5122,SKU-01073,VIN-003219,Notes for item 1073
Sample Item 1074,Sample description for inventory item 1074,other,kg,9.25,Sunrise Produce,7.00,20.00,16.00,BATCH-084,Pantry,5123,SKU-01074,VIN-003222,Notes for item 1074
Sample Item 1075,Sample description for inventory item 1075,produce,oz,10.00,Fresh Farms Co.,8.00,22.00,17.00,BATCH-085,Walk-in Cooler,5124,SKU-01075,VIN-003225,Notes for item 1075
Sample Item 1076,Sample description for inventory item 1076,meat,gal,10.75,Prime Protein Supply,9.00,19.00,17.00,BATCH-086,Dry Storage,5125,SKU-01076,VIN-003228,Notes for item 1076
Sample Item 1077,Sample description for inventory item 1077,dairy,liter,11.50,DairyBest Distributors,10.00,21.00,18.00,BATCH-087,Freezer,5126,SKU-01077,VIN-003231,Notes for item 1077
Sample Item 1078,Sample description for inventory item 1078,dry_goods,case,12.25,Metro Restaurant Supply,11.00,23.00,22.00,BATCH-088,Bar Storage,5127,SKU-01078,VIN-003234,Notes for item 1078
Sample Item 1079,Sample description for inventory item 1079,beverages,each,13.00,Gourmet Goods LLC,5.00,18.00,5.00,BATCH-089,Prep Station,5128,SKU-01079,VIN-003237,Notes for item 1079
Sample Item 1080,Sample description for inventory item 1080,other,pack,13.75,Sunrise Produce,6.00,20.00,20.00,BATCH-090,Pantry,5129,SKU-01080,VIN-003240,Notes for item 1080
Sample Item 1081,Sample description for inventory item 1081,produce,lb,3.25,Fresh Farms Co.,7.00,17.00,9.00,BATCH-001,Walk-in Cooler,5130,SKU-01081,VIN-003243,Notes for item 1081
Sample Item 1082,Sample description for inventory item 1082,meat,kg,4.00,Prime Protein Supply,8.00,19.00,9.00,BATCH-002,Dry Storage,5131,SKU-01082,VIN-003246,Notes for item 1082
Sample Item 1083,Sample description for inventory item 1083,dairy,oz,4.75,DairyBest Distributors,9.00,21.00,12.00,BATCH-003,Freezer,5132,SKU-01083,VIN-003249,Notes for item 1083
Sample Item 1084,Sample description for inventory item 1084,dry_goods,gal,5.50,Metro Restaurant Supply,10.00,23.00,15.00,BATCH-004,Bar Storage,5133,SKU-01084,VIN-003252,Notes for item 1084
Sample Item 1085,Sample description for inventory item 1085,beverages,liter,6.25,Gourmet Goods LLC,11.00,25.00,15.00,BATCH-005,Prep Station,5134,SKU-01085,VIN-003255,Notes for item 1085
Sample Item 1086,Sample description for inventory item 1086,other,case,7.00,Sunrise Produce,5.00,15.00,12.00,BATCH-006,Pantry,5135,SKU-01086,VIN-003258,Notes for item 1086
